"dietcode","SpecCode","Species","samplestage","V1","benth. crust.","birds","cephalopods","cnidarians","detritus","echinoderms","finfish","fish (early stages)","herps","insects","jellyfish/hydroids","mammals","mollusks","other benth. invertebrates","other plank. invertebrates","other plants","other terrest. invertebrates","others","phytoplankton","plank. crust.","sponges/tunicates","worms"
37,4,"Engraulis ringens","larvae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
38,4,"Engraulis ringens","larvae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9999961853027,0,0,0,0,0,0,0
39,4,"Engraulis ringens","recruits/juv.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0,0,0
40,4,"Engraulis ringens","recruits/juv.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,60,0,0,0
41,4,"Engraulis ringens","recruits/juv.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,20,0,0,0
42,5,"Orthopristis chrysoptera","juv./adults",0,57.6800014972687,0,0,0,13.1599998474121,0,6.5,0,0,0,0,0,11.1800003051758,0,0,0.949999988079071,0,0,0,0,0,10.5299996137619
43,5,"Orthopristis chrysoptera","recruits/juv.",0,16.1000000238419,0,0,0,46.2000007629395,0,0,0,0,0,0,0,0.400000005960465,0,0,0,0,0,0,36.7000007629395,0,0.600000023841858
44,12,"Cephalopholis cruentata","juv./adults",0,29.9999988079071,0,0,0,0,0,66.1999969482422,0,0,0,0,0,3.79999995231628,0,0,0,0,0,0,0,0,0
45,14,"Epinephelus adscensionis","juv./adults",0,75.0999970436096,0,0,0,0,0,20.1000003814697,0,0,0,0,0,4.80000007152558,0,0,0,0,0,0,0,0,0
46,15,"Epinephelus guttatus","juv./adults",0,69.900000333786,0,0,0,0,0,21.1000003814697,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2
47,16,"Epinephelus itajara","adults",0,81.0999975204467,0,0,0,0,0,13.3000001907349,0,5.59999990463257,0,0,0,0,0,0,0,0,0,0,0,0,0
48,16,"Epinephelus itajara","juv./adults",0,75.7600030899048,0,0,0,0,0,24.2700004577637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,17,"Epinephelus morio","recruits/juv.",0,83.2999992370605,0,0,0,0,0,16.7000007629395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,17,"Epinephelus morio","recruits/juv.",0,60.1000015735626,0,0,0,0,0,18.5599994659424,0,0,0,0,0,0.439999997615814,0,0,0.560000002384186,0,0,0,20.3400001525879,0,0
51,17,"Epinephelus morio","recruits/juv.",0,66.9000012874603,0,0,0,0,0,9.60000038146973,0,0,0,0,0,3.90000009536743,0,0,1,0,0,0,18.6000003814697,0,0
52,18,"Epinephelus striatus","adults",0,44.4299991726875,0,0,0,0,0,55.5800018310547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,18,"Epinephelus striatus","juv./adults",0,18.8999996185303,0,0,0,0,0,42.9000015258789,0,0,0,0,0,38.2000007629395,0,0,0,0,0,0,0,0,0
54,18,"Epinephelus striatus","juv./adults",0,39.3999992609024,0,5.30000019073486,0,0,0,53,0,0,0,0,0,2.30000001192093,0,0,0,0,0,0,0,0,0
55,18,"Epinephelus striatus","juv./adults",0,11.6999998092651,0,0,0,0,0,82,0,0,0,0,0,6.30000019073486,0,0,0,0,0,0,0,0,0
56,18,"Epinephelus striatus","juv./adults",0,9.10000038146973,0,0,0,0,0,87.3000030517578,0,0,0,0,0,3.59999990463257,0,0,0,0,0,0,0,0,0
57,18,"Epinephelus striatus","recruits/juv.",0,87.0999991893768,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0.600000023841858,0,0,0,0,2.40000009536743,0,6.40000009536743
58,18,"Epinephelus striatus","recruits/juv.",0,97.6000006198883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.40000003576279,0,0
59,18,"Epinephelus striatus","recruits/juv.",0,0.300000011920929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70000004768372,98.0000038146973,0,0
60,18,"Epinephelus striatus","recruits/juv.",0,18.1999998092651,0,0,0,0,0,0,7.5,0,0,0,0,0,0,19.0000002384186,0,0,0,0,55.3000001907349,0,0
61,18,"Epinephelus striatus","recruits/juv.",0,0.730000019073486,0,0,0,0,0,0,47.4300003051758,0,0,0,0,0,0,0.410000003874302,0,0,0,0.310000002384186,51.0999984741211,0,0
62,19,"Balistes vetula","juv./adults",0,13.3000000715256,0,0,0,0,77.5000029802322,0,0,0,0,0,0,6.19999992847443,0,0,0,0,0,0,0,0,2.99999988079071
63,24,"Clupea harengus","juv./adults",0,8.39999961853027,0,0,0,0,0,25,0,0,0,0,0,1.02999997138977,0,4.80000019073486,0.519999980926514,0,0,0,59.9499988555908,0,0.300000011920929
64,24,"Clupea harengus","larvae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.36999988555908,0,0,0,0,90.6200008392334,0,0
65,24,"Clupea harengus","larvae",0,2.65000009536743,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2699999809266,0,0,0,0,78.0800003409386,0,0
66,24,"Clupea harengus","recruits/juv.",0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,1,0,0,0,0,15,0,0
67,24,"Clupea harengus","recruits/juv.",0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,11,0,0
68,24,"Clupea harengus","recruits/juv.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.939998626709,0,13.039999961853
69,26,"Glyptocephalus cynoglossus","juv./adults",0,6.88000011444092,0,3.20000004768372,1.70000004768372,6.88000011444092,7.59999990463257,0.610000014305115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.1800003051758
70,27,"Lepidorhombus boscii","juv./adults",0,89,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,29,"Merlangius merlangus","adults",0,24.9200000762939,0,0,0,0,1.1599999666214,60.2700004577637,0,0,0,0,0,7.09999990463257,0.28999999165535,0.219999998807907,0,0,0,0,0,1.35000002384186,4.69000011682511
72,29,"Merlangius merlangus","adults",0,0,0,20.1000003814697,0,0,0,79.9000015258789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,29,"Merlangius merlangus","adults",0,9.89000034332275,0,0,0,0,0,87.4499969482422,0,0,0,0,0,0,2.66000008583069,0,0,0,0,0,0,0,0
74,29,"Merlangius merlangus","juv./adults",0,20.0600004196167,0,15.5799999237061,0,0,0,44.7400016784668,0,0,0,0,0,0,0.209999993443489,0.170000001788139,0,0,0,0,14.0100002288818,0,5.25
75,29,"Merlangius merlangus","juv./adults",0,4.21999979019165,0,3.19000005722046,0.379999995231628,0,0,53.4000015258789,0,0,0,0,0,0,2.44000005722046,0.680000007152557,0,0,0,0,34.1399993896484,0,1.5900000333786
76,99,"Alepisaurus ferox","juv./adults",0,18.7000007629395,0,19.2000007629395,0,0,0,52.2000007629395,0,0,0,0,0,8.10000038146973,0,0.300000011920929,0,0,0,0,0,0,1.5
77,99,"Alepisaurus ferox","juv./adults",0,0,0,22.8999996185303,0,0,0,75.5999984741211,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0
78,107,"Katsuwonus pelamis","juv./adults",0,1.46000003814697,0,0,0,0,0,83.5999984741211,0,0,0,0,0,14.8999996185303,0,0,0,0,0,0,0,0,0
79,107,"Katsuwonus pelamis","juv./adults",0,8.89999961853027,0,0,0,0,0,84.0999984741211,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
80,107,"Katsuwonus pelamis","juv./adults",0,0,0,4,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
81,107,"Katsuwonus pelamis","juv./adults",0,0,0,1,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,113,"Sarda chiliensis","juv./adults",0,0,0,18.6000003814697,0,0,0,81.3000030517578,0,0,0,0,0,0,0,0,0,0,0,0,0.100000001490116,0,0
84,113,"Sarda chiliensis","juv./adults",0,0,0,17.9000007659197,0,0,0,82.0999984741211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,234,"Coregonus clupeaformis","recruits/juv.",0,0.600000023841858,0,0,0,0,0,0,0,0,0.800000011920929,0,0,0.800000011920929,0.699999988079071,0,0,0,0,0,97.1000000014901,0,0
86,234,"Coregonus clupeaformis","recruits/juv.",0,1,0,0,0,0,0,0,0,0,1.70000004768372,0,0,1.20000004768372,0.699999988079071,0,0,0,0,0,95.3999969512224,0,0
87,234,"Coregonus clupeaformis","recruits/juv.",0,0,0,0,0,0,0,0,0,0,0.600000023841858,0,0,0,0.699999988079071,0,0,0,0,0,98.7000000476837,0,0
88,236,"Salmo salar","recruits/juv.",0,0.600000023841858,0,0,0,0,0,0,0,0,99.0000011920928,0,0,0,0.400000005960465,0,0,0,0,0,0,0,0
89,238,"Salmo trutta","juv./adults",0,27.7999992370605,0,0,0,0,0,12.1000003814697,1.70000004768372,0,58.4000015258789,0,0,0,0,0,0,0,0,0,0,0,0
90,238,"Salmo trutta","recruits/juv.",0,3.29999995231628,0,0,0,0,0,0,0,0,71.8000020980835,0,0,2.20000004768372,0,0,0,0,22.7000007629395,0,0,0,0
91,239,"Oncorhynchus mykiss","adults",0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,239,"Oncorhynchus mykiss","adults",0,5.19999980926514,0,0,0,0,0,5.80000019073486,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0
93,239,"Oncorhynchus mykiss","juv./adults",0,0,0,0,0,0,0,90,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0
94,239,"Oncorhynchus mykiss","juv./adults",0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,30,0,0
95,239,"Oncorhynchus mykiss","juv./adults",0,0,0,0,0,0,0,0,0,0,100.000001907349,0,0,0,0,0,0,0,0,0,0,0,0
96,239,"Oncorhynchus mykiss","juv./adults",0,0,0,0,0,0,0,22,0,0,76,0,0,0,0,0,2,0,0,0,0,0,0
97,239,"Oncorhynchus mykiss","recruits/juv.",0,0,0,0.200000002980232,0.100000001490116,0,0,61.5,0,0,0,0.100000001490116,0,0,0,0.100000001490116,0,0,0,0,37.8000007867814,0,0.200000002980232
98,239,"Oncorhynchus mykiss","recruits/juv.",0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
99,239,"Oncorhynchus mykiss","recruits/juv.",0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
100,239,"Oncorhynchus mykiss","recruits/juv.",0,14.6000003814697,0,0,0,0,0,21.2999992370605,0,0,64.0999984741211,0,0,0,0,0,0,0,0,0,0,0,0
101,239,"Oncorhynchus mykiss","recruits/juv.",0,11.6000003814697,0,0,0,0,0,10.8000001907349,0,0,77.6000003814697,0,0,0,0,0,0,0,0,0,0,0,0
102,239,"Oncorhynchus mykiss","recruits/juv.",0,0,0,0,0,0,0,0,0,0,99.9999980926514,0,0,0,0,0,0,0,0,0,0,0,0
103,29,"Merlangius merlangus","juv./adults",0,8.06000006198883,0,10.7799997329712,0,0,0,57.5999984741211,0,0,0,0,0,0.180000007152557,0.209999993443489,0.100000001490116,0,0,0,0,20.4899997711182,0,2.54999995231628
104,29,"Merlangius merlangus","juv./adults",0,18.3400001525879,0,0,0,0,3.08999991416931,60.5299987792969,0,0,0,0,0,3.65999996662139,0,0,0,0,0,0,3.64000010490418,0.75,10
105,29,"Merlangius merlangus","juv./adults",0,4.25,0,4.88000011444092,0,0,0,70.4000015258789,0,0,0,0,0,0,0,0.109999999403954,0,0,0,0,19.3600006103516,0,0.980000019073486
106,29,"Merlangius merlangus","juv./adults",0,2.5,0,0,0,0,0,74.2799987792969,0,0,0,0,0,1.12000000476837,0.759999990463257,0,0,0,0,0,19.3400001525879,0,2.00999999046326
107,29,"Merlangius merlangus","juv./adults",0,14.6899995803833,0,0.560000002384186,0,0,0,74.4700012207031,0,0,0,0,0,0.100000001490116,0,0.610000014305115,0,0,0,0,0.129999995231628,1.24000000953674,8.25
108,29,"Merlangius merlangus","adults",0,3.30999994277954,0,2.03999996185303,0,0,0,79.379997253418,0,0,0,0,0,0.259999990463257,0,0,0,0,0,0,14.5200004577637,0,0.519999980926514
109,29,"Merlangius merlangus","adults",0,8.68000030517578,0,0,0,0,0,79.4499969482422,0,0,0,0,0,0,3.61999988555908,0,0,0,0,0,4.65000009536743,0,3.59999990463257
110,29,"Merlangius merlangus","adults",0,8.06999969482422,0,0.379999995231628,0.610000014305115,0,0,80.1900024414063,0,0,0,0,0,0.200000002980232,0,0.150000005960464,0,0,0,0,7.03999996185303,0.430000007152557,2.90000009536743
111,29,"Merlangius merlangus","adults",0,6.17000007629394,0,1.49000000953674,0,0,0,80.7200012207031,0,0,0,0,0,0.200000002980232,0,0,0,0,0,0,10.8500003814697,0,0.529999971389771
112,29,"Merlangius merlangus","juv./adults",0,9.73000025749206,0,0.439999997615814,0,0,0,82.7600021362305,0,0,0,0,0,0.159999996423721,0,0.239999994635582,0,0,0,0,0.349999994039535,0.409999996423721,5.85999983549118
113,29,"Merlangius merlangus","juv./adults",0,1.6599999666214,0,0.170000001788139,0,0,0,93.120002746582,0,0,0,0,0,0.100000001490116,0,0,0,0,0,0,4.3600001335144,0,0.600000023841858
114,29,"Merlangius merlangus","larvae",0,0,0,0,0,0,0,0,38.2299995422363,0,0,0,0,0,0,20.3899998664856,0,0,0,0,41.3900003433227,0,0
115,29,"Merlangius merlangus","larvae",0,0,0,0,0,0,0,0,47.1199989318848,0,0,0,0,0,0,0,0,0,0,0,52.8799991607666,0,0
116,29,"Merlangius merlangus","larvae",0,0,0,0,0,0,0,0,65.6100006103516,0,0,0,0,0,0,7.51000022888184,0,0,0,0,26.8800001144409,0,0
117,29,"Merlangius merlangus","larvae",0,0,0,0,0,0,0,0,73.629997253418,0,0,0,0,0,0,0,0,0,0,0,26.3699998855591,0,0
118,29,"Merlangius merlangus","larvae",0,0,0,0,0,0,0,0,98.0500030517578,0,0,0,0,0,0,0,0,0,0,0,1.95000004768372,0,0
119,29,"Merlangius merlangus","recruits/juv.",0,33,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
120,29,"Merlangius merlangus","recruits/juv.",0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,1,0,0,0,0,29,0,0
121,29,"Merlangius merlangus","recruits/juv.",0,20.4999999776483,0,0,0,0,0,76.8000030517578,0,0,0,0,0,0.100000001490116,0,0,0,0,0,0,0.800000011920929,0.800000011920929,1
122,29,"Merlangius merlangus","recruits/juv.",0,2.80000010877847,0,0,0,0,0,88.6999969482422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5
123,29,"Merlangius merlangus","recruits/juv.",0,6.99999976158142,0,0,0,0,0,92.3000030517578,0,0,0,0,0,0,0,0,0,0,0,0,0.700000017881394,0,0
124,29,"Merlangius merlangus","recruits/juv.",0,54.3000000044703,0,0,0,0,0,22.7999992370605,0,0,0,0,0,0,0,0,0,0,0,0,4.79999995231628,0,18.1000003814697
125,29,"Merlangius merlangus","recruits/juv.",0,57.0999984741211,0,0,0,0,0,30.25,0,0,0,0,0,6.21999979019165,0,0.9200000166893,0,0,0,0,0,0.330000013113022,5.17999982833862
126,29,"Merlangius merlangus","recruits/juv.",0,0,0,0,0,0,0,10.4200000762939,16.6700000762939,0,0,0,0,0,0,2.07999992370605,0,0,0,0,70.8300008773803,0,0
127,29,"Merlangius merlangus","recruits/juv.",0,0,0,0,0,0,0,19.3099994659424,0,0,0,0,0,0.100000001490116,0,2.86999988555908,0,0,0,0,77.6300024539233,0,0.100000001490116
128,30,"Merluccius merluccius","juv./adults",0,0,0,3.05999994277954,0,0,0,96.9299998283386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,30,"Merluccius merluccius","juv./adults",0,1.85000002384186,0,0.140000000596046,0,0,0,97.9700012207031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,31,"Micromesistius poutassou","adults",0,13.9299998134374,0,0.239999994635582,0,0,0,59.2400016784668,0.100000001490116,0,0,0,0,0,0,0,0,0,0,0,26.25,0,0.280000001192093
131,31,"Micromesistius poutassou","larvae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
132,31,"Micromesistius poutassou","larvae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
133,31,"Micromesistius poutassou","larvae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.000000238419,0,0
134,31,"Micromesistius poutassou","larvae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,98,0,0
135,31,"Micromesistius poutassou","larvae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9999995231629,0,0
136,31,"Micromesistius poutassou","larvae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,98,0,0
137,31,"Micromesistius poutassou","larvae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,89,0,0
138,31,"Micromesistius poutassou","larvae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.910000026226043,0,0,0,0,99.0599964857101,0,0
139,31,"Micromesistius poutassou","larvae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
140,31,"Micromesistius poutassou","larvae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,98,0,0
141,31,"Micromesistius poutassou","larvae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
141,258,"Esox lucius","recruits/juv.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
142,31,"Micromesistius poutassou","larvae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.90000009536743,0,0,0,0,97.1000015735626,0,0
143,31,"Micromesistius poutassou","recruits/juv.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
144,33,"Molva molva","larvae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
145,34,"Pollachius pollachius","recruits/juv.",0,91.6999969482422,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79999995231628
146,35,"Anguilla anguilla","juv./adults",0,67.5,0,0,0,0,0,12,0,0,1,0,0,10.5,0,0,0,0,0,0,1,0,8
147,36,"Agonus cataphractus","juv./adults",0,78.3999986648559,0,0,0,0,0,1.39999997615814,0,0,0,0,0,0,0,0,0,0,1.60000002384186,0,1.5,0,17.1000003814697
148,41,"Arnoglossus laterna","juv./adults",0,46.400000333786,0,0,0,0,0,22.7000007629395,0,0,0,0,0,0.400000005960465,0,1.10000002384186,0,0,0,0,5.30000019073486,0,24.1000003814697
149,41,"Arnoglossus laterna","recruits/juv.",0,47.0999987199903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,18.6000003814697
150,44,"Chelidonichthys cuculus","recruits/juv.",0,43.7600004673005,0,0,0,0,0,10.5900001525879,0,0,0,0,0,0,0,0,0,0,0,0,45.1100006103516,0,0.5
151,44,"Chelidonichthys cuculus","recruits/juv.",0,10.6499995589256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.3400001525879,0,0
152,47,"Belone belone","adults",0,3.61000010371208,0,0,0,0,0,66.2600021362305,0,0,0,0,0,0.400000005960465,0,0,6.42000007629394,0,0,0,0,0,23.2900009155273
153,47,"Belone belone","adults",0,13.2099996805191,0.850000023841858,0,0,0,0,79.5699996948242,0,0,0.639999985694885,0,0,0,0,0,5.73000001907349,0,0,0,0,0,0
154,47,"Belone belone","adults",0,15.5700002908707,0,0,0,0,0,83.2799987792969,0,0,0.300000011920929,0,0,0,0,0,0.829999983310699,0,0,0,0,0,0
155,51,"Brosme brosme","juv./adults",0,20.3999996185303,0,0,0,0.899999976158142,6.80000019073486,71.9000015258789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,61,"Ctenolabrus rupestris","juv./adults",0,74.7400007247925,0,0,0,0,0,15.4700002670288,0,0,0,0,0,9.77999973297119,0,0,0,0,0,0,0,0,0
157,61,"Ctenolabrus rupestris","juv./adults",0,63.3200016021729,0,0,0,0,0,7.09999990463257,0,0,0,0,0,29.5900001525879,0,0,0,0,0,0,0,0,0
158,61,"Ctenolabrus rupestris","recruits/juv.",0,58.6599988937378,0,0,0,0,0,9.89999961853027,0,0,0,0,0,31.4300003051758,0,0,0,0,0,0,0,0,0
159,61,"Ctenolabrus rupestris","recruits/juv.",0,19.6100006103516,0,0,0,0,0,11.4799995422363,0,0,0,0,0,26.75,41.560001373291,0,0,0,0,0,0.569999992847443,0,0
160,64,"Diplecogaster bimaculata","juv./adults",0,98.1100022792816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87999999523163
161,68,"Eutrigla gurnardus","juv./adults",0,88.8899993896485,0,0,0,0,0,2.70000004768372,0,0,0,0,0,0,0,0,0,0,0,0,8.06999969482422,0,0.340000003576279
